Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
73.0,43.7,26.2,343.0,42.2,49.6,80.6,1124.0,18.4,43.3,66.1
34.3,21.3,4.29,13.5,9.31,9.82,25.7,649.0,1.0,64.4,4.33
50.9,36.8,21.7,274.0,20.2,12.3,21.5,491.0,10.9,33.4,45.3
73.7,16.8,32.5,24.1,1.0,34.3,55.2,567.0,9.56,22.3,20.5
42.6,28.6,18.6,37.9,13.5,9.65,24.6,359.0,5.23,18.3,13.6
91.4,55.2,18.3,196.0,10.6,33.7,50.9,655.0,10.6,27.4,43.3
139.0,94.7,20.9,73.7,10.2,27.9,48.3,1197.0,15.7,36.2,46.1
62.1,41.0,27.4,22.5,1.79,8.43,20.7,528.0,12.0,23.9,12.6
89.8,82.0,12.5,27.4,10.1,17.3,31.1,882.0,16.5,47.0,68.5
26.9,23.9,13.8,64.9,10.9,26.4,42.9,461.0,6.55,25.7,32.8
112.0,69.2,23.3,45.7,10.8,28.6,59.9,1346.0,3.08,8.51,7.84
69.2,36.8,26.9,19.3,7.37,17.9,33.4,1000.0,11.8,16.7,25.9
28.1,13.0,7.99,145.0,16.3,17.0,34.3,649.0,11.8,30.2,52.8
181.0,97.3,22.5,105.0,12.9,1.0,6.67,1.0,8.58,20.9,11.3
52.3,28.1,17.2,253.0,31.9,42.6,73.7,723.0,4.14,37.5,16.0
44.1,18.4,23.5,22.7,6.61,22.9,36.8,496.0,16.0,34.0,14.5
44.1,42.2,14.5,204.0,13.8,20.7,42.6,509.0,13.3,39.2,61.5
37.5,25.3,21.3,40.3,10.6,13.0,54.7,362.0,31.6,66.1,71.7
34.3,19.5,22.5,205.0,17.8,16.4,29.7,528.0,21.7,41.4,10.4
118.0,77.7,16.5,112.0,21.7,7.04,3.72,764.0,12.4,20.9,36.2
33.4,13.3,34.0,41.0,10.8,10.7,28.6,866.0,10.9,25.9,20.0
74.3,41.8,48.7,253.0,29.2,21.5,46.6,649.0,6.85,18.4,45.3
41.8,25.7,20.9,14.1,5.38,12.9,35.2,362.0,13.1,21.7,21.5
27.6,25.5,19.8,36.8,5.42,12.6,20.5,562.0,12.4,46.6,52.3
121.0,79.9,29.7,23.9,14.5,25.7,32.5,673.0,9.65,15.4,33.1
48.3,23.9,18.8,42.6,6.55,40.3,50.5,453.0,20.4,33.1,52.8
74.3,58.8,12.7,150.0,8.13,11.4,22.7,552.0,8.9,21.7,18.4
60.4,40.7,44.9,239.0,40.3,5.33,17.2,743.0,8.98,17.2,37.2
32.2,16.7,33.1,311.0,45.7,37.5,63.2,698.0,12.5,36.2,56.7
51.9,37.5,18.3,24.4,5.14,18.6,20.5,319.0,6.26,11.4,35.9
34.3,17.2,41.8,274.0,24.6,23.3,35.5,542.0,12.2,32.5,26.7
39.6,30.0,29.2,241.0,35.9,7.99,25.7,457.0,2.48,20.7,14.5
34.3,17.5,25.3,18.9,13.6,18.8,34.0,704.0,8.66,21.9,13.1
79.9,49.6,35.2,39.2,9.31,14.6,20.7,533.0,4.7,14.5,18.1
118.0,64.4,19.1,138.0,15.4,28.9,28.9,655.0,12.5,29.7,24.8
38.9,14.5,15.8,60.4,37.9,26.4,45.7,777.0,10.8,15.3,16.1
33.1,14.6,31.1,12.2,9.06,7.7,13.7,255.0,16.0,24.4,37.5
35.5,27.6,14.9,130.0,18.8,11.8,16.5,500.0,7.23,19.5,17.3
78.4,51.9,22.9,23.7,10.4,5.38,9.73,583.0,6.67,14.2,15.4
146.0,86.6,1.0,100.0,19.3,14.1,27.4,487.0,14.9,33.4,42.2
26.9,14.2,15.3,45.3,10.0,16.3,28.4,644.0,27.4,56.2,79.9
31.3,19.6,17.2,85.8,11.7,29.2,59.4,914.0,9.91,25.0,14.5
30.8,24.8,21.1,91.4,19.6,15.0,41.4,519.0,33.7,84.3,81.3
27.9,15.0,19.5,23.3,14.2,18.8,41.0,1241.0,4.22,8.2,15.4
44.5,28.1,7.57,146.0,19.6,15.5,29.4,567.0,5.28,26.7,17.5
37.9,20.2,41.4,42.6,14.6,11.4,27.6,429.0,32.2,85.1,112.0
53.3,38.2,25.3,107.0,13.2,8.28,14.3,264.0,12.3,24.1,32.5
163.0,92.2,20.5,32.5,6.92,23.3,33.7,349.0,1.98,85.8,7.37
34.3,13.2,21.1,24.8,12.2,25.7,51.9,519.0,10.4,23.1,30.0
18.6,5.42,20.2,22.5,4.49,40.7,62.6,692.0,27.4,52.8,61.0
26.7,15.7,28.1,334.0,48.3,14.1,21.1,906.0,5.88,28.4,21.9
52.3,34.0,26.9,24.1,5.73,37.9,58.8,1459.0,6.98,22.1,27.6
31.9,16.8,32.2,46.6,15.7,10.9,27.4,890.0,18.3,25.9,58.8
106.0,68.5,12.4,175.0,16.8,12.3,40.3,685.0,8.74,28.4,9.91
42.6,21.3,20.9,131.0,12.1,12.7,31.6,487.0,8.51,18.9,20.7
31.9,26.4,14.1,20.2,4.61,12.4,18.9,799.0,7.17,19.3,22.3
36.5,20.7,29.4,36.5,21.3,2.07,9.91,26.7,30.5,50.5,9.65
27.6,15.5,27.1,35.9,10.6,63.2,95.6,1197.0,13.6,17.9,21.9
26.2,20.9,22.7,10.1,7.43,15.4,37.2,433.0,10.8,14.5,8.28
16.1,25.0,18.1,34.6,4.49,3.52,13.6,704.0,11.5,26.9,37.5
153.0,82.0,33.4,48.7,8.28,11.9,28.6,710.0,16.1,47.0,36.5
33.4,17.5,23.9,16.5,1.0,7.91,21.5,578.0,7.5,30.2,24.1
55.2,31.3,53.3,253.0,50.9,13.2,25.5,1176.0,12.2,26.2,30.8
25.9,20.2,10.4,179.0,17.8,15.3,36.8,1155.0,4.14,14.2,7.99
45.3,31.1,23.1,30.0,12.1,8.35,24.6,573.0,9.91,18.9,20.7
43.7,34.6,24.8,14.7,5.88,28.9,67.3,1275.0,22.5,42.6,63.8
196.0,113.0,14.2,92.2,2.41,11.7,15.0,638.0,7.57,22.1,25.9
30.8,20.7,28.4,30.0,12.7,13.6,16.5,509.0,10.6,24.8,18.3
21.3,23.5,18.3,85.1,7.37,22.5,37.5,466.0,28.9,56.7,63.8
34.6,17.8,25.7,30.5,4.53,16.3,31.6,615.0,8.51,12.9,16.8
30.2,11.8,21.5,25.5,11.5,6.73,19.3,204.0,5.47,13.2,23.7
49.6,39.6,37.5,53.8,13.9,7.77,22.1,57.3,21.9,49.6,70.4
33.4,16.0,23.1,32.2,8.51,29.7,40.0,557.0,13.3,9.06,10.0
47.0,47.8,15.8,117.0,14.7,24.4,36.2,1000.0,10.5,37.9,94.7
72.3,25.7,13.0,3.16,7.91,37.9,115.0,982.0,17.0,37.9,41.8
139.0,91.4,19.5,70.4,7.23,13.0,22.5,414.0,7.04,20.5,2.55
33.4,22.7,16.5,18.3,11.5,29.2,54.2,433.0,16.3,41.8,75.0
32.5,23.7,28.1,28.1,22.5,31.3,44.9,610.0,18.4,53.3,115.0
35.2,18.6,20.7,24.1,4.07,12.9,26.4,538.0,9.31,27.6,60.4
138.0,105.0,2.48,15.3,9.47,1.24,5.23,62.1,8.51,37.5,26.2
75.0,50.9,16.4,29.7,9.14,61.0,108.0,1395.0,7.3,17.3,40.3
38.2,26.2,30.0,27.6,6.49,20.2,24.8,509.0,17.2,35.2,17.8
26.7,18.6,48.7,44.1,3.79,14.1,16.3,791.0,7.99,20.9,21.9
59.9,47.0,18.8,193.0,32.2,10.5,25.9,667.0,13.5,32.8,49.1
37.9,22.7,35.9,274.0,33.1,2.94,16.4,649.0,21.5,48.3,41.8
36.2,17.5,47.8,160.0,20.9,59.4,101.0,1395.0,11.7,20.9,20.5
43.3,27.1,33.4,30.2,11.9,9.73,20.7,215.0,3.05,20.9,1.0
45.7,25.5,15.8,189.0,8.28,52.3,84.3,1420.0,11.3,42.9,36.2
31.6,27.9,18.6,57.8,13.1,7.37,10.5,276.0,6.49,16.1,35.2
200.0,95.6,8.58,16.4,3.62,36.5,67.9,991.0,9.91,22.9,11.7
34.9,15.5,23.7,79.9,16.1,36.2,57.8,1144.0,5.47,19.6,26.7
94.7,38.2,16.1,211.0,32.2,16.0,28.9,538.0,9.39,19.6,9.91
24.4,18.4,15.7,18.3,3.37,12.9,33.1,750.0,8.28,15.3,12.3
55.2,55.2,8.43,146.0,21.5,13.6,27.9,649.0,7.17,21.7,23.3
50.9,47.4,20.4,24.6,2.02,10.2,28.1,982.0,15.8,51.4,77.0
54.2,34.3,12.0,139.0,19.6,12.3,18.8,621.0,6.26,18.8,37.9
41.0,26.9,20.0,17.3,7.77,25.0,36.5,649.0,11.7,15.1,18.8
27.1,27.1,17.9,17.5,6.38,6.21,22.1,372.0,11.2,25.3,47.4
26.9,18.4,47.8,223.0,48.3,19.8,41.4,1298.0,10.9,31.6,31.9
112.0,80.6,22.7,25.9,10.3,12.6,30.2,474.0,4.14,16.8,16.4
28.9,20.9,27.6,34.9,10.7,21.7,44.1,1075.0,6.85,10.9,32.8
35.9,22.3,15.4,157.0,20.7,1.26,23.3,17.3,6.38,18.8,20.7
30.0,33.1,11.8,38.5,14.7,6.79,18.3,1165.0,7.5,10.0,15.1
28.9,15.3,41.4,142.0,35.5,16.1,34.6,478.0,3.79,24.1,24.1
44.9,24.6,20.4,21.5,24.8,6.32,22.1,770.0,23.5,42.6,75.0
41.8,23.1,19.3,158.0,15.0,30.5,46.6,483.0,9.91,24.1,28.9
26.4,21.1,16.8,57.3,8.82,37.5,58.8,523.0,4.87,34.3,25.9
69.2,37.9,19.8,17.0,1.27,28.1,48.3,644.0,8.51,29.7,26.2
54.7,36.5,7.04,8.9,5.47,6.32,4.57,150.0,7.17,22.3,6.55
49.1,43.3,31.1,32.8,17.8,19.6,42.2,599.0,4.07,16.7,24.4
28.4,20.2,9.14,165.0,12.5,13.7,27.9,403.0,10.6,20.4,23.5
42.6,33.1,28.9,24.6,10.6,12.2,20.2,505.0,5.94,15.5,4.07
34.3,17.6,19.6,20.7,14.1,30.2,41.0,313.0,9.14,19.5,14.9
33.4,28.6,11.4,189.0,14.2,15.5,29.4,542.0,8.51,14.3,27.6
69.2,54.2,19.5,16.3,11.1,11.4,24.8,573.0,11.3,27.1,59.4
132.0,84.3,23.1,20.9,3.25,21.5,34.0,362.0,7.37,27.9,36.8
25.9,13.2,21.9,24.1,21.3,59.9,92.2,1370.0,7.77,20.7,26.9
33.1,22.3,47.4,141.0,39.2,27.1,50.5,1000.0,1.0,75.0,7.7
122.0,75.7,20.5,42.2,6.49,49.1,120.0,1322.0,9.14,16.0,22.3
78.4,56.2,5.38,146.0,8.82,10.8,26.2,418.0,21.3,49.6,64.9
39.6,20.4,14.1,101.0,11.8,13.0,22.9,514.0,6.61,16.0,33.7
22.5,17.0,16.7,82.0,18.8,37.2,61.5,1186.0,10.7,22.7,28.6
40.3,21.7,27.1,297.0,26.7,40.0,62.1,1055.0,9.91,22.7,35.9
108.0,106.0,38.9,255.0,55.2,55.7,87.4,1395.0,9.06,39.2,26.7
53.3,38.2,30.0,36.5,8.82,13.9,23.3,583.0,5.62,20.0,23.1
132.0,59.9,36.2,160.0,44.9,8.66,36.5,359.0,9.39,27.4,17.9
112.0,81.3,18.9,37.9,12.9,9.65,26.4,1395.0,5.33,15.1,28.1
120.0,77.7,40.0,62.1,28.4,22.9,36.8,414.0,12.3,13.7,17.5
164.0,119.0,13.6,89.0,11.5,21.5,40.0,382.0,6.73,18.8,17.8
28.1,24.4,14.9,67.9,1.54,10.4,13.5,649.0,37.5,55.2,14.6
46.1,20.2,18.1,81.3,8.82,18.3,39.2,567.0,11.4,15.7,32.5
147.0,102.0,6.04,20.4,10.3,29.2,47.4,478.0,5.47,14.6,11.4
73.7,57.8,8.9,122.0,6.04,45.7,58.8,578.0,22.1,66.7,62.1
56.2,44.5,18.1,20.7,5.62,10.7,31.9,403.0,11.0,30.5,53.8
101.0,64.4,23.1,98.2,15.3,19.3,38.2,685.0,16.8,27.4,28.9
77.7,43.7,17.2,21.5,5.09,12.4,23.1,947.0,8.28,20.0,15.3
65.5,40.7,17.5,23.3,10.0,7.43,19.3,1000.0,2.25,64.4,1.12
28.6,17.9,15.0,51.9,14.9,9.22,34.6,470.0,7.99,12.5,19.1
13.8,18.3,13.5,54.2,21.9,18.4,39.6,655.0,8.43,30.5,34.3
38.2,13.7,15.8,47.4,4.96,11.9,28.9,470.0,45.3,89.8,114.0
23.9,13.3,52.3,88.2,30.2,4.83,16.4,743.0,16.8,32.8,83.5
30.8,21.3,15.4,111.0,20.4,12.5,34.3,466.0,24.1,48.7,110.0
34.0,19.8,34.0,196.0,13.7,6.85,19.5,820.0,10.3,23.1,27.1
104.0,105.0,27.1,379.0,65.5,15.0,26.4,638.0,12.5,19.6,15.8
96.5,53.3,22.1,22.9,7.64,31.9,43.3,355.0,7.64,19.3,18.1
82.0,61.0,8.43,89.8,7.43,12.2,18.4,615.0,13.1,46.6,43.3
33.1,20.7,19.5,73.7,12.0,17.6,38.2,389.0,10.7,14.2,21.3
37.9,21.1,25.7,24.6,5.88,30.2,51.4,947.0,6.55,41.0,32.2
41.8,32.8,13.8,139.0,17.9,8.51,18.9,269.0,1.21,5.19,1.0
9.22,1.01,19.1,21.5,9.91,17.9,43.7,573.0,11.0,33.7,50.9
35.9,20.7,45.7,284.0,31.9,13.9,34.9,478.0,3.4,4.18,33.1
25.7,14.6,12.5,96.5,20.4,52.8,86.6,777.0,18.8,48.7,34.6
32.8,12.9,14.7,106.0,14.5,15.3,30.8,615.0,1.0,84.3,7.99
23.9,16.5,24.4,14.2,3.25,10.8,50.0,649.0,10.0,24.1,19.3
43.7,21.1,33.4,34.3,8.28,10.2,30.5,632.0,14.3,29.4,4.37
34.3,21.3,51.9,292.0,56.2,10.2,30.2,449.0,5.23,23.7,34.6
115.0,58.8,20.2,57.3,15.3,67.3,115.0,1370.0,15.4,36.2,39.6
38.9,22.5,20.9,22.1,6.32,6.44,12.0,496.0,11.3,17.3,40.3
32.8,22.9,19.5,21.7,13.1,20.7,50.5,737.0,9.91,22.7,22.1
17.9,36.5,38.9,44.5,33.1,44.5,63.8,422.0,10.6,23.5,3.65
22.7,26.2,17.6,63.8,9.91,35.9,66.7,1094.0,5.73,13.2,35.2
22.9,34.3,18.1,22.9,8.74,2.17,10.6,99.1,1.04,1.0,3.82
35.2,22.3,17.2,155.0,19.6,28.4,53.8,835.0,10.7,41.4,19.3
29.7,25.5,37.9,57.8,14.6,11.2,21.1,470.0,7.43,22.5,23.5
31.1,22.7,14.1,90.6,13.2,33.1,61.0,1420.0,15.4,36.2,59.9
37.9,19.6,28.1,142.0,17.6,9.39,24.6,457.0,9.82,25.9,14.5
70.4,42.2,19.8,13.7,8.98,12.7,37.5,437.0,1.83,7.23,7.57
23.3,21.7,23.9,26.7,7.77,30.8,43.3,385.0,16.5,44.5,62.1
32.5,40.3,47.4,239.0,42.9,53.3,74.3,437.0,7.3,18.1,34.9
167.0,99.1,23.7,33.1,16.3,9.39,19.5,449.0,10.3,32.5,47.4
143.0,101.0,16.5,50.5,3.79,12.6,22.5,466.0,3.85,26.4,15.5
37.9,23.1,7.5,13.7,5.52,18.3,19.6,820.0,10.0,15.8,16.0
49.1,29.2,27.1,138.0,16.5,10.6,15.7,514.0,13.0,36.8,53.8
55.2,40.0,12.6,115.0,13.9,33.7,49.1,396.0,3.02,37.5,3.0
28.9,4.03,14.7,104.0,26.2,22.1,29.7,311.0,9.82,18.8,32.8
61.5,41.8,21.7,20.2,3.16,14.2,25.7,594.0,10.3,17.6,23.5
62.1,31.9,23.5,20.4,17.5,22.1,27.9,414.0,27.9,58.8,72.3
71.7,42.9,28.4,292.0,41.8,19.8,24.1,259.0,6.32,36.8,28.6
49.6,40.0,30.0,195.0,35.2,3.72,22.7,219.0,29.2,69.8,103.0
25.0,15.5,15.8,12.7,6.98,28.4,39.2,410.0,7.3,14.1,18.9
25.3,23.3,14.3,18.9,11.5,10.9,36.2,389.0,18.1,35.2,7.5
70.4,52.8,19.1,15.3,3.96,23.1,36.2,372.0,14.6,38.2,63.2
106.0,58.8,14.6,18.3,3.65,11.5,21.7,661.0,7.1,18.1,30.2
76.4,70.4,16.5,124.0,15.5,10.2,37.2,685.0,18.8,18.4,7.04
69.2,49.6,22.7,26.7,11.7,5.94,11.8,947.0,15.5,41.0,33.4
41.8,44.1,38.2,79.1,30.0,22.1,44.5,538.0,6.32,24.8,37.5
26.7,26.2,26.2,213.0,36.5,52.3,73.7,453.0,11.4,24.4,13.5
48.7,20.5,15.1,97.3,8.43,33.1,53.3,445.0,11.1,30.5,29.2
112.0,79.1,23.9,30.8,6.04,4.7,19.3,956.0,8.82,21.9,34.0
131.0,77.7,6.67,129.0,36.2,20.4,35.9,519.0,16.5,51.4,75.7
139.0,82.8,16.1,36.5,19.1,24.8,35.5,349.0,3.25,76.4,6.61
36.5,15.8,25.0,23.3,1.38,30.2,62.1,505.0,2.55,5.09,1.72
46.1,51.4,16.7,16.0,1.0,5.19,10.5,866.0,1.0,68.5,9.22
36.8,22.5,15.7,239.0,27.4,22.1,34.6,449.0,9.65,31.1,20.9
125.0,97.3,11.5,17.0,4.29,8.66,36.5,385.0,8.9,17.2,26.7
37.9,22.5,19.1,21.3,3.4,34.3,50.9,519.0,30.5,76.4,90.6
29.7,13.9,31.9,48.7,20.5,7.64,23.5,181.0,24.1,69.2,63.2
89.0,54.7,22.7,21.9,5.73,5.67,24.6,250.0,10.5,22.3,25.7
33.4,19.5,12.3,105.0,12.1,42.6,65.5,1395.0,14.3,31.3,49.1
61.5,31.9,4.57,14.2,1.95,32.5,48.3,244.0,13.9,31.3,23.1
38.2,25.9,24.1,20.9,6.98,22.9,43.3,271.0,7.1,12.1,23.7
55.7,25.3,24.1,20.9,3.68,28.4,39.2,410.0,17.5,34.9,5.57
20.4,14.5,37.2,30.8,12.9,21.1,34.6,328.0,10.5,14.6,16.7
36.2,17.9,19.1,70.4,9.47,5.99,21.5,93.1,16.5,15.1,29.4
115.0,75.0,22.5,25.9,1.79,15.3,61.0,349.0,4.14,17.3,25.7
85.1,48.3,21.5,19.1,1.06,8.13,5.94,311.0,6.21,12.6,15.8
36.8,12.4,17.8,20.0,9.06,7.43,16.3,982.0,10.1,26.9,33.1
40.3,18.8,10.3,145.0,21.3,19.5,30.8,599.0,6.21,22.3,27.6
18.3,17.0,38.5,269.0,24.4,5.42,19.6,253.0,7.84,27.9,22.3
39.2,27.1,12.1,147.0,8.43,1.0,2.57,89.0,9.22,16.4,48.7
10.0,5.88,17.2,172.0,15.7,19.6,32.8,578.0,8.43,16.7,20.9
60.4,47.0,38.2,43.3,6.38,13.5,22.5,407.0,11.3,27.9,20.0
51.9,32.2,13.2,137.0,25.9,29.7,43.3,355.0,11.7,51.4,40.3
34.9,20.5,26.4,16.3,1.0,20.0,39.6,414.0,6.61,17.0,25.9
49.1,28.1,6.15,14.3,20.4,11.1,35.2,466.0,6.67,25.9,37.9
73.0,31.9,20.0,22.1,1.0,11.5,22.7,791.0,16.3,34.9,34.9
35.2,13.8,18.1,17.0,12.0,6.38,15.7,422.0,12.5,26.4,25.9
40.7,31.3,12.7,127.0,13.8,16.7,26.9,382.0,33.7,70.4,67.9
138.0,97.3,14.7,133.0,15.8,23.7,43.7,562.0,8.28,22.3,36.5
26.4,10.2,31.1,29.2,6.26,31.3,42.6,523.0,4.14,69.8,1.53
151.0,85.8,19.3,95.6,11.9,5.73,14.5,250.0,20.9,60.4,88.2
158.0,109.0,44.1,73.7,12.3,18.9,37.2,679.0,9.22,28.9,26.7
113.0,122.0,19.6,23.3,8.66,11.0,31.3,267.0,7.23,20.0,26.9
30.5,25.5,13.7,98.2,10.9,8.43,26.4,250.0,14.9,18.8,11.5
113.0,106.0,8.13,89.0,10.6,15.8,25.5,947.0,26.4,56.7,78.4
68.5,54.2,20.2,44.5,9.65,13.2,47.4,289.0,8.9,32.5,52.8
26.9,20.0,23.1,131.0,14.7,30.2,106.0,858.0,10.1,23.1,35.2
54.7,29.2,17.9,51.9,23.1,23.9,40.3,730.0,10.0,22.9,20.0
188.0,125.0,29.7,239.0,51.4,15.8,46.1,750.0,10.3,26.2,23.7
31.9,18.6,15.1,17.9,1.0,14.1,13.5,429.0,9.14,27.6,31.1
26.2,2.0,19.3,49.1,12.7,4.33,13.9,170.0,8.74,31.6,12.3
33.4,21.5,15.8,22.5,4.49,35.9,53.3,528.0,6.15,25.5,42.2
18.1,26.9,10.1,77.7,17.3,34.6,89.0,1346.0,7.04,18.4,16.5
38.9,25.5,26.9,16.8,8.58,17.5,32.2,496.0,11.9,33.7,48.7
39.6,25.9,17.0,16.3,12.6,17.6,34.6,820.0,4.61,15.5,27.9
69.8,51.9,13.3,86.6,20.5,15.0,17.3,583.0,8.43,13.0,21.3
26.4,24.1,18.6,14.7,5.05,9.06,18.9,1104.0,8.74,17.5,12.5
44.5,23.1,23.9,21.1,1.0,12.7,21.7,679.0,13.5,21.5,30.5
31.3,17.2,17.5,16.1,11.8,39.6,61.5,1055.0,8.82,16.4,20.2
70.4,40.7,22.9,22.3,3.05,16.7,28.1,542.0,10.5,19.5,21.5
43.3,31.6,42.2,69.2,23.3,22.3,34.6,667.0,4.33,5.83,3.92
106.0,63.8,20.5,24.4,14.6,17.5,31.3,528.0,20.4,56.2,51.4
23.5,32.5,24.4,55.7,13.3,11.3,26.4,851.0,9.22,23.3,33.7
65.5,28.1,19.8,163.0,20.0,21.9,38.5,474.0,5.28,21.1,21.1
34.3,25.3,17.6,90.6,15.0,7.5,8.9,184.0,19.6,68.5,34.3
103.0,75.0,40.3,49.6,18.6,6.15,7.64,211.0,10.8,16.4,25.9
37.9,22.9,6.79,15.4,11.2,41.4,65.5,449.0,4.22,23.3,41.8
28.6,5.57,31.6,32.8,13.1,17.2,24.8,519.0,9.65,24.4,20.2
67.9,62.1,4.78,11.4,1.75,11.4,31.3,466.0,13.2,33.4,25.5
106.0,55.7,16.7,14.1,8.43,13.7,40.7,437.0,14.7,28.4,42.6
40.7,15.1,23.9,17.8,6.26,11.3,21.3,557.0,11.8,20.5,26.7
164.0,91.4,13.1,20.0,6.98,13.6,31.3,723.0,27.1,50.9,79.9
23.9,19.5,20.9,16.5,5.57,10.2,21.3,334.0,29.7,53.8,102.0
28.6,24.4,20.9,39.2,11.7,4.66,15.7,704.0,9.47,23.9,41.4
89.8,52.8,13.1,150.0,2.41,13.3,31.3,764.0,9.31,20.2,15.5
57.3,53.8,18.3,24.4,4.41,7.64,16.0,991.0,9.65,24.1,41.8
168.0,103.0,7.3,130.0,10.2,6.26,25.5,196.0,14.5,19.8,31.6
106.0,65.5,24.4,30.2,12.3,34.6,65.5,1144.0,2.41,12.1,17.6
52.3,26.2,22.1,172.0,19.6,18.9,35.5,470.0,8.66,16.0,27.4
64.4,15.3,18.1,20.0,6.38,10.5,28.4,644.0,10.3,26.7,17.0
66.1,31.6,18.8,28.9,9.65,13.3,27.1,449.0,8.66,18.1,25.3
53.8,40.0,13.1,195.0,12.6,34.6,63.2,1165.0,11.9,18.1,17.8
16.7,13.1,6.73,11.5,8.2,4.91,14.7,667.0,8.28,19.3,27.6
25.3,17.6,27.6,28.4,7.84,17.5,42.2,382.0,11.2,19.6,18.6
33.4,27.1,22.9,19.3,2.04,12.5,26.9,594.0,17.3,38.5,46.1
117.0,66.1,4.74,16.3,15.5,22.3,37.5,328.0,8.74,23.1,19.8
14.6,18.6,3.16,5.67,19.1,21.3,33.1,308.0,1.0,1.65,4.29
17.2,39.6,4.0,14.9,23.7,23.1,34.3,328.0,1.15,5.42,2.81
15.8,15.1,2.33,213.0,24.6,18.1,26.2,286.0,25.7,44.1,3.11
9.39,14.7,1.12,1.0,1.01,8.51,28.4,1165.0,1.06,12.9,4.37
9.82,6.04,4.37,17.2,16.8,13.9,18.9,461.0,6.32,10.5,4.83
9.65,10.6,1.0,253.0,42.9,10.1,18.9,770.0,3.19,1.01,13.1
33.7,19.6,19.6,28.6,8.2,7.7,8.98,533.0,24.8,44.9,12.5
18.8,19.6,7.99,215.0,3.72,4.91,19.3,1241.0,9.82,7.43,13.8
39.2,17.2,7.23,200.0,33.4,11.5,17.9,407.0,14.9,19.8,18.4
16.1,15.4,7.17,114.0,32.5,18.3,28.1,167.0,14.6,23.1,19.6
46.6,12.2,4.7,157.0,32.2,9.82,20.2,1334.0,3.08,1.0,1.96
50.9,24.1,2.5,202.0,30.5,6.1,11.8,1275.0,1.0,1.63,1.02
28.6,20.2,7.04,195.0,12.4,23.7,40.0,557.0,3.89,20.9,30.2
13.1,40.0,5.0,29.4,38.5,13.1,17.2,262.0,6.21,12.0,6.21
48.7,22.5,8.82,93.9,48.3,32.5,50.5,1310.0,1.04,6.85,85.8
11.3,6.21,14.2,23.7,12.5,26.7,36.8,340.0,17.3,41.8,44.1
47.8,18.1,14.1,157.0,22.7,8.2,16.5,219.0,1.0,1.0,9.73
17.5,29.4,6.32,113.0,12.7,10.4,23.1,400.0,10.5,21.9,2.25
38.2,20.5,10.2,93.9,16.4,28.4,50.0,422.0,1.43,1.3,4.07
2.55,12.4,5.52,122.0,42.9,18.9,42.2,965.0,2.81,17.9,74.3
52.8,21.3,12.4,86.6,35.2,14.1,25.7,717.0,5.09,7.77,4.37
41.8,45.3,3.72,241.0,28.1,7.57,11.4,661.0,13.2,23.7,12.6
13.7,10.1,13.1,48.7,30.0,19.3,28.4,644.0,3.25,1.96,7.84
15.0,39.6,24.4,55.7,30.2,24.6,28.9,163.0,1.25,6.15,4.03
21.9,18.3,7.77,9.56,19.3,11.3,25.9,461.0,1.37,1.0,8.82
67.9,40.0,24.4,64.4,4.26,58.8,87.4,533.0,6.44,35.2,54.2
85.1,106.0,9.56,14.1,51.9,30.8,43.3,319.0,24.8,79.9,69.2
9.56,24.4,5.67,17.8,28.4,9.65,12.1,533.0,9.47,17.6,12.0
27.9,27.4,3.79,1.01,9.22,8.13,20.5,487.0,6.1,20.9,52.3
17.8,17.2,2.02,202.0,19.3,13.2,13.2,692.0,1.45,6.44,2.69
34.9,15.0,7.17,176.0,47.0,10.7,18.6,453.0,30.0,48.3,22.7
75.7,17.6,1.43,340.0,29.7,7.23,21.7,644.0,11.5,21.1,2.0
34.3,36.5,21.7,183.0,48.7,16.7,19.5,449.0,7.91,11.7,5.0
20.4,15.7,10.2,229.0,54.7,29.4,61.0,414.0,4.18,5.52,2.15
22.5,19.5,8.2,31.6,51.4,32.5,40.3,474.0,5.83,15.0,1.01
73.0,24.1,14.1,29.2,31.1,35.2,75.0,730.0,8.9,16.3,70.4
34.0,10.8,4.18,35.2,4.96,32.2,46.1,343.0,3.11,1.07,5.67
50.0,25.5,9.73,10.9,30.0,31.6,38.9,217.0,1.0,1.0,13.0
43.7,13.3,3.92,231.0,16.4,20.0,38.5,322.0,3.52,2.5,10.3
33.4,23.3,2.0,31.1,15.4,23.1,40.3,337.0,18.8,35.2,6.21
13.5,10.7,18.3,27.4,8.51,1.0,2.5,14.2,3.92,12.7,83.5
84.3,35.2,8.13,153.0,24.1,5.57,17.6,547.0,6.67,6.92,17.5
38.2,15.8,9.22,188.0,36.2,9.65,33.4,799.0,1.0,1.0,6.92
28.1,9.22,12.1,11.1,55.2,45.7,139.0,1310.0,19.6,27.4,24.8
11.7,8.74,13.0,14.3,45.7,31.1,56.7,1065.0,1.6,13.2,4.7
81.3,16.8,15.5,61.5,18.6,8.58,15.7,235.0,1.0,1.53,10.1
40.0,20.0,7.04,33.7,15.3,17.3,30.2,483.0,11.4,15.4,17.2
19.6,20.2,13.3,172.0,41.8,21.7,38.9,505.0,1.0,1.0,5.62
41.4,27.1,39.2,59.4,61.5,17.5,42.6,487.0,18.3,39.2,5.78
58.8,31.9,19.1,37.9,49.6,63.2,112.0,914.0,15.3,22.3,5.52
