HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
0.015926,0.978062,0.009698,0.003642,1.039086,-0.019639,1.94383,0.049907,0.993638,-0.045261,0.051472,2.08242,0.00117,-0.015151,0.983406,-0.022641,-0.041267,0.509384,0.97882,2.014193,2.088368,0.99111,-0.028898,1.122556,-0.031617,1.008929,-0.010804,0.987157,0.512658,1.022665,0.503967,0.549237,-0.061234,0.933479,2.076896,2.084348,1.958103
-0.031077,0.976733,-0.100392,-0.033069,0.98103,-0.003578,-0.000568,0.005595,0.960694,1.92616,0.047135,0.061123,-0.049177,0.145153,0.924928,1.515096,-0.011049,1.532273,0.966205,2.082825,0.973169,0.950734,-0.035997,1.038835,-0.070938,1.562136,-0.02589,0.981089,0.025517,0.646304,1.510425,0.116767,1.994878,-0.004844,1.106569,-0.061246,0.922239
-0.047496,1.073913,1.041919,0.015408,1.017392,-0.048292,1.076439,-0.036467,-0.129772,-0.047197,0.012264,-0.012981,0.001974,-0.025044,1.931087,0.491022,-0.068973,1.534788,0.948813,0.016159,1.992389,1.045405,0.00531,-0.049987,-0.003329,0.075155,-0.058659,0.983294,-0.012295,1.50656,1.497496,0.599916,1.105192,0.054723,2.033549,0.92621,0.955914
0.019224,2.030324,2.055699,1.029809,2.033344,-0.03241,-0.09595,0.059938,2.009364,1.021927,-0.11322,-0.00757,-0.010893,-0.076762,0.058433,-0.014732,0.015893,0.515865,0.979235,1.95813,0.111092,0.895948,-0.022242,-0.023215,0.027753,0.060258,-0.014511,0.962957,1.010098,0.962207,1.489611,0.950544,0.097118,-0.048462,1.039058,-0.052315,0.011618
0.023444,1.063225,1.021727,0.036115,0.931212,-0.010698,1.06142,0.029555,1.012981,2.028054,-0.011519,2.015006,-0.042816,-0.03555,0.978061,0.008756,0.017599,1.043209,1.03779,-0.008922,2.047854,1.042628,0.017069,-0.016844,-0.001245,0.45912,-0.048458,1.094105,1.081779,1.003014,-0.001199,-0.024237,0.000849,-0.068437,1.107634,0.989367,0.947019
0.047183,2.134356,2.009846,0.014484,2.120709,-0.098573,0.919206,0.018446,-0.058813,0.027312,-0.022599,0.022873,0.942312,0.00796,0.040172,1.59589,0.045042,1.431025,1.00167,2.00253,0.996076,1.052908,-0.073403,-0.038035,-0.100824,0.475412,0.088939,0.94134,0.014516,-0.012227,1.397628,0.042392,-0.021242,-0.029017,0.073843,2.024607,0.992002
-0.048474,2.09203,2.06033,0.908935,2.014398,0.026417,1.009227,-0.003663,2.0134,2.015033,0.025649,0.033822,0.003531,-0.090252,0.970927,0.587052,0.010272,0.018642,0.989719,-0.017957,-0.068911,2.019199,-0.031448,0.037896,-0.099986,0.048266,-0.072718,1.011927,1.464191,1.515882,1.010134,1.549289,0.954406,0.007263,1.056867,1.004261,0.035931
-0.062992,1.015059,0.908624,-0.011241,0.886678,-0.020977,1.099473,0.049,0.014234,0.997574,0.023056,2.028123,-0.049513,0.009758,1.06548,0.450218,0.082138,0.003553,0.925504,1.007449,0.948991,1.013474,0.030565,1.04639,-0.012753,0.503554,0.04587,0.959139,0.467311,1.535585,1.546781,1.428414,-0.013609,-0.01242,0.038039,-0.02238,-0.006732
1.017531,1.056882,1.05515,-0.027143,0.972133,-0.069923,0.983367,0.009165,1.976264,1.966837,-0.018893,2.070229,-0.025058,0.010674,0.036896,0.03601,0.070901,0.428728,0.898485,1.029496,0.893139,1.060904,0.003562,1.052998,0.075139,-0.158287,0.058423,1.057533,0.453641,0.493492,0.043859,1.059422,2.032761,-0.059714,0.935607,0.99963,1.946709
0.976954,-0.04469,0.082511,1.005772,-0.039465,0.915502,-0.031114,0.049918,-0.058717,1.001512,0.00519,1.059618,1.025017,-0.001954,0.949202,1.016524,0.005135,1.532039,-0.00967,0.060155,1.028168,0.925783,0.112231,1.008164,0.081653,0.965208,1.078817,1.110152,1.399754,1.4872,0.913534,1.010737,-0.014364,0.064334,1.021636,1.998131,0.979934
-0.007915,1.101767,0.979766,-0.02512,0.929055,0.03688,1.018291,0.051826,2.045618,1.929329,0.00289,1.037592,-0.025951,-0.039462,1.971599,0.549894,-0.088339,0.000795,1.011218,0.982071,-0.049519,1.070785,-0.097241,1.056869,0.004898,0.991804,0.059814,1.183277,0.464747,1.522607,1.537656,-0.006029,2.050934,0.048288,0.971951,0.985456,-0.010496
-0.029158,0.870357,1.029508,-0.08857,0.966813,0.002589,0.924846,-0.041336,0.967568,1.004243,0.936986,1.986549,0.023033,0.077074,1.043542,0.98989,-0.085497,0.935835,1.021577,0.957856,2.123388,0.948,0.00321,0.035684,0.095446,0.933635,0.997821,0.951761,-0.003087,1.526576,1.02105,0.54733,1.008966,0.04604,0.948968,1.028713,1.967231
-0.003408,1.082447,0.960409,-0.088019,1.014754,0.002717,0.957179,0.152002,1.921323,2.036524,-0.046392,0.961934,-0.012043,-0.023699,1.005238,0.950225,0.0492,0.983527,1.037203,0.950044,2.064202,1.024446,-0.095878,0.020347,0.033123,1.58416,-0.0858,0.883319,0.009594,1.433058,1.047717,-0.039947,-0.108247,-0.017992,1.048797,0.933279,-0.007474
-0.003982,1.971826,2.01247,1.058861,1.971017,0.021936,0.08254,-0.089745,1.022309,1.00427,0.96945,1.945602,1.032986,0.064595,-0.073378,0.966747,-0.014895,1.38855,1.011861,0.002713,-0.032097,1.041992,-0.032901,-0.043398,0.034057,1.434295,-0.072165,0.982954,0.486911,0.508539,1.449127,1.485195,1.909507,-0.050921,1.003589,2.093765,1.98684
-0.095944,1.092939,0.972432,-0.060316,0.877438,-0.024568,0.937658,0.012033,-0.004268,2.080733,0.982213,1.08229,0.042139,0.068834,2.020664,1.531164,-0.02024,0.088473,1.020255,-0.061156,-0.004849,0.919456,-0.049141,0.032749,0.013916,1.031114,0.052618,0.939711,0.078099,1.578787,1.450919,1.006361,0.05077,0.042769,1.93985,2.098079,1.970947
0.004745,0.027773,0.071048,-0.05195,-0.065289,0.000895,1.07005,0.078289,1.047185,2.043097,0.063035,-0.017098,0.001221,0.091506,0.995546,0.009087,-0.065731,1.519826,0.957341,1.057473,1.0473,1.029005,0.043942,0.951562,-0.038777,1.431779,-0.026722,1.026063,0.010954,1.492306,0.9977,0.065521,0.111294,-0.067739,0.950452,1.034141,-0.020384
0.033618,0.994996,1.071607,0.028255,0.910462,-0.013178,1.025921,-0.022825,0.045359,0.027451,0.096313,1.962623,0.005476,0.013492,1.994375,0.994635,-0.039514,1.060285,1.043278,2.010924,-0.026506,0.984405,0.070973,0.944969,0.061657,1.569099,0.876503,1.059528,0.461606,1.53187,0.915583,0.993534,0.995725,0.02168,1.000531,0.977129,0.98595
-0.079836,1.005979,1.046827,0.03498,0.987443,-0.01888,0.96079,0.033952,-0.031911,1.018174,1.013238,0.003794,-0.005149,0.076379,0.963895,0.956221,0.005353,0.445093,0.974188,1.028411,1.974053,1.026362,-0.035595,0.074222,-0.027039,0.013138,0.035648,1.05062,-0.014103,0.946471,1.543954,0.477306,2.054178,0.020043,1.021708,0.894442,0.942085
-0.030507,2.018764,1.988765,0.013535,2.019685,0.009384,1.062921,-0.028533,1.03085,0.903151,-0.027523,0.919428,-0.077762,0.040432,1.015051,1.431934,-0.004107,0.456477,1.030952,0.953187,1.984111,0.94937,0.054634,0.964496,-0.024963,0.444088,0.053956,1.948686,-0.022614,0.453387,0.011227,0.57277,-0.043634,0.022155,1.035125,1.019835,1.005817
-0.008638,0.974665,0.921292,-0.067111,1.021379,0.003435,1.052366,0.008505,0.924135,0.949429,0.010871,0.019972,-0.001583,-0.055401,2.002478,0.985541,-0.012004,0.036508,1.023135,0.055784,0.084107,0.098389,0.074767,-0.001488,-0.045102,-0.013891,-0.05758,1.016508,0.005866,0.523461,0.472491,1.376049,2.00841,0.011431,0.98956,0.965776,1.928838
0.003122,0.985451,1.012006,-0.035989,1.01305,-0.109684,1.00181,-0.028628,0.981242,2.050803,-0.056206,0.024957,-0.016345,-0.098446,0.978959,0.515934,-0.041244,0.994646,0.935212,1.028946,1.027156,1.037069,-0.00721,0.037314,-0.017681,0.475081,-0.007684,0.999224,1.003286,0.459613,0.489476,1.503452,0.919092,-0.034947,1.017479,1.087673,1.081132
-0.008986,1.027507,0.997685,-0.104099,1.095499,0.030902,0.975955,0.022101,1.008747,-0.044051,-0.075479,0.006762,0.100809,0.074129,1.059159,1.48367,0.052851,1.000332,0.945606,0.97322,0.977166,1.040138,-0.074218,0.923468,-0.01687,1.473296,0.042591,0.974523,0.501065,1.515293,1.525578,0.971496,1.949944,0.031366,1.058748,1.023919,0.047499
-0.01637,1.003964,1.043131,-0.057337,1.073498,0.003452,1.042764,0.054331,2.010421,-0.046167,0.053857,-0.01148,-0.023085,-0.01688,0.102687,0.991375,-0.005434,1.463758,0.961555,1.002111,1.062619,1.991193,0.027607,0.009666,0.007268,0.952686,0.068848,0.930209,0.491383,0.543658,0.924922,1.49729,1.011223,-0.069158,1.084148,0.977067,-0.025912
-0.03744,0.96474,0.895051,0.043841,0.990532,0.023957,0.988165,0.011695,0.997232,0.941791,0.094785,1.977774,-0.034646,-0.017651,-0.021637,1.535848,-0.027754,0.016116,1.003584,2.020185,2.14954,0.988234,0.018483,1.07514,-0.031108,1.426725,-0.023509,0.991484,1.01405,1.496787,-0.05443,1.485034,2.117604,-0.056569,1.009914,0.994175,2.053145
1.011394,0.874682,1.00042,0.925354,0.944761,1.054043,0.036265,-0.070788,2.049455,1.992933,1.002155,1.088726,0.954857,0.055673,-0.021459,0.884511,-0.005124,1.052119,0.894181,1.988255,2.005211,0.965578,-0.009516,0.927697,-0.014934,-0.087972,0.005324,0.988147,0.990642,0.022214,-0.032806,-0.021236,2.025691,-0.033345,0.977054,0.058676,-0.013869
-0.056547,0.992435,1.003065,0.102059,1.00051,0.043621,1.012721,0.056365,1.079311,-0.010216,0.092176,0.007366,-0.018747,0.031137,1.055877,0.476332,-0.025971,-0.012432,1.03361,2.003756,1.007178,-0.01132,0.110195,1.007567,-0.037973,0.469256,-0.105781,0.975708,-0.077644,1.057429,-0.059418,1.003288,1.978855,0.042629,0.972025,1.036575,0.984562
-0.015623,0.96954,0.897419,0.065918,0.90722,0.020159,0.991371,0.047796,0.074503,2.027523,0.032659,0.951539,0.029949,-0.025353,0.909798,0.446752,-0.056295,0.050418,1.030602,2.098655,1.034372,0.969187,-0.039331,-0.003726,0.023025,1.56554,0.967664,0.904532,1.01416,1.567,0.998891,0.536903,1.986442,-0.040314,0.041926,-0.000737,-0.021731
-0.06606,1.00485,1.042925,0.020258,1.003713,0.030782,0.97115,0.035723,0.005561,0.033725,0.012399,0.036522,0.036371,-0.051312,-0.054005,1.456519,0.093119,0.01488,1.002093,0.886445,1.015291,1.027203,0.016589,0.990009,0.037467,1.5412,0.012926,0.952071,0.917471,1.061667,1.45381,0.047224,2.055797,-0.008318,0.958545,1.007277,1.06648
0.046499,0.984705,1.03818,0.111764,1.07439,0.039857,1.078732,-0.002362,0.107338,-0.013654,0.985219,-0.009614,-0.03725,-0.056241,0.912147,1.056243,-0.006171,0.983967,0.904062,0.984069,1.970366,0.94686,0.006754,-0.041598,-0.044624,0.481581,0.064004,1.041047,-0.057152,1.55488,0.460498,1.025623,2.013126,0.053436,0.94523,0.990085,0.975912
0.031277,1.970563,0.974987,0.067507,1.000981,-0.003873,0.900694,0.021801,2.025588,0.102342,-0.048325,-0.036728,1.094088,0.028261,1.922242,0.993158,0.059525,1.407697,0.920356,0.975972,1.958446,1.000988,-0.069724,0.024706,-0.018977,1.107964,0.04666,0.982873,1.518443,1.570975,1.457541,0.03842,1.91148,-0.041162,0.965497,0.98438,2.016554
1.009521,0.004522,-0.025676,0.009938,0.016904,1.040369,-0.04645,-0.049807,2.06755,1.961656,0.049176,0.029631,0.014461,0.023891,-0.077087,1.451459,-0.008246,-0.063336,0.996727,1.013159,2.02507,1.021398,-0.008668,0.001502,0.066356,1.492403,-0.029832,0.987772,0.43571,0.013411,1.454568,0.520265,0.002466,0.940086,2.042318,2.088841,0.032568
0.071855,2.043493,2.006478,1.028635,1.904433,0.01834,0.02271,0.055339,1.989356,2.038874,0.050981,1.982954,-0.037173,0.015198,-0.022136,1.53332,0.02359,0.957735,0.892281,1.851461,0.886821,1.043507,0.001582,-0.03278,0.04148,0.01863,0.095417,0.990487,-0.046113,0.513222,-0.123756,0.975838,-0.044526,0.046492,0.898244,0.055357,0.085459
-0.017238,-0.038354,0.06415,0.044817,0.029625,0.010223,0.95161,0.048434,0.070476,0.903678,0.042278,0.978074,0.002746,0.101859,1.958405,1.570294,0.110987,0.010379,0.976275,2.086599,1.979377,1.01362,-0.042681,1.060807,-0.021348,1.488121,-0.042047,-0.066312,1.058883,0.016477,-0.015713,0.954095,0.925803,-0.000823,1.007212,0.92008,1.990403
-0.090288,0.989901,1.073489,0.006274,0.995717,0.029163,1.019886,-0.100155,0.003457,-0.050244,1.053923,0.042929,0.068528,0.016359,1.939197,0.514378,-0.037485,-0.024307,0.981903,-0.009387,2.05138,1.037678,-0.136924,0.000367,-0.031465,0.947892,-0.0198,0.997584,1.463202,1.512558,-0.065182,-0.038301,0.949058,0.027066,0.961009,1.020299,-0.073869
0.013073,0.947675,0.991388,-0.09404,1.004576,-0.024481,0.994534,-0.027926,2.014127,0.019209,0.060813,0.04349,-0.020009,-0.026889,0.960569,-0.069306,-0.058789,0.590964,1.040036,1.03906,-0.013261,0.976897,-0.070402,0.04693,-0.018522,0.513987,-0.062303,1.052965,1.033353,1.487046,-0.015865,-0.037203,0.922949,-0.096206,1.005947,0.960253,1.002519
0.063852,0.995296,0.966902,0.0699,0.961817,-0.033583,0.958889,0.025613,1.958197,1.935167,0.968085,0.029728,0.032271,0.004963,2.134386,1.489625,0.002779,1.458948,1.019764,2.045165,0.024086,1.068758,-0.031696,0.941462,-0.012457,0.518558,0.020073,1.104751,1.438528,-0.069071,1.485141,1.503421,1.877249,0.065061,0.959646,1.057309,2.019506
0.034631,1.987763,1.986947,1.01522,2.083122,0.022286,-0.05782,-0.014352,-0.029018,1.007202,0.023677,1.984222,0.053687,0.015355,-0.005265,1.550212,0.000825,0.489981,0.969732,2.023891,0.985582,0.972732,-0.011446,-0.071472,0.09897,0.016638,0.922993,1.015316,1.550395,1.003871,0.003579,-0.090315,0.960644,0.024847,1.075311,0.061833,0.065363
0.004197,-0.01369,-0.038235,0.028934,-0.009998,0.065272,1.117432,0.011028,-0.128508,0.001804,0.002636,0.044139,0.004477,0.086282,1.937891,0.062508,-0.00662,-0.016419,0.922127,1.996763,2.022797,1.076223,-0.025363,0.989824,-0.001666,0.525565,-0.097562,1.037122,-0.011619,1.564729,0.475136,0.513721,0.983676,0.051827,0.984711,0.985624,-0.016474
-0.00965,2.084621,1.94456,1.018089,2.074767,-0.117141,0.982932,0.081773,2.018664,1.997378,0.000899,0.978374,-0.05757,-0.076528,1.98156,1.065551,-0.004504,-0.092466,-0.038302,-0.085119,0.006317,1.050261,-0.01939,1.018354,0.004592,0.947619,0.908081,0.990449,0.529289,0.995854,0.537585,1.119696,1.03431,-0.025407,0.97595,0.006531,0.008171
0.011158,1.049626,0.977615,-0.03212,1.065022,0.01463,1.045636,-0.000289,0.013174,-0.080246,0.006638,2.008785,-0.029483,-0.018511,1.978528,0.943898,0.045221,0.04352,1.003252,2.040274,1.054314,1.010126,-0.019947,0.059145,-0.033232,0.489035,0.043248,1.011658,0.54594,-0.002674,1.021906,-0.085669,2.039412,0.043052,0.934225,1.081438,-0.075582
-0.02176,0.811346,-0.021961,0.104084,1.072485,-0.011922,1.062198,-0.01272,0.959832,1.978373,-0.032034,0.02231,-0.020935,0.029564,2.054577,1.537618,-0.007059,1.002629,0.994096,0.894016,0.069558,2.064248,0.042836,1.042963,-0.064658,0.972792,1.002503,0.940339,0.570462,-0.086313,0.475013,0.612577,1.933022,-0.074166,1.048889,1.033789,0.979236
0.018831,1.003043,0.955278,-0.079474,1.039268,0.059348,0.955908,0.85221,2.011852,1.979636,-0.005998,-0.015334,0.934442,0.0494,2.116606,0.516951,-0.058508,1.542616,0.990515,0.949629,0.02038,1.044135,-0.0042,0.031278,0.015435,1.001808,0.029681,1.082311,1.512115,0.505494,0.465896,-0.022092,1.014728,0.064667,0.997064,0.842103,0.0459
0.001219,-0.056563,0.024239,-0.021875,0.017965,-0.044825,0.977784,0.081254,0.079642,1.018761,0.035641,0.055334,-0.000299,0.017652,0.911507,0.991457,-0.016753,1.041827,0.950368,1.107878,0.025599,0.982099,0.046318,1.053764,0.005878,0.073602,-0.034016,0.935206,0.010042,0.547524,1.524657,0.959766,2.005886,0.041924,1.056326,0.996709,1.12327
0.009084,1.006536,0.952074,-0.071593,1.084901,-0.098208,0.952041,-0.079442,1.923523,1.946227,0.017144,0.001078,-0.035183,-0.00391,1.971624,0.987991,0.062316,1.054612,0.996037,0.972509,-0.051752,1.00343,0.059777,-0.043611,-0.023776,-0.010986,0.053529,1.055457,0.525271,0.919428,0.908769,1.549291,0.011401,0.00367,1.064017,0.912205,-0.012946
-0.045434,1.012973,2.021331,0.007083,2.039978,0.038586,0.932292,-0.018374,0.950365,0.958005,0.027306,-0.016196,-0.012323,-0.095836,-0.000367,1.071993,0.086425,-0.027955,1.02444,1.053425,1.97649,1.955014,-0.052111,0.960465,0.005692,0.39612,0.02146,0.949518,1.512765,-0.037872,0.036157,0.916117,0.081667,0.043259,0.878428,0.992192,-0.034346
-0.006845,-0.022309,1.073689,-0.042406,1.026858,-0.12169,1.029128,-0.018603,0.991165,1.026203,0.122256,2.101927,-0.001716,0.046639,0.969714,0.403196,-0.037026,0.172271,0.990343,-0.02493,-0.007725,1.020974,0.064815,1.00667,0.04308,0.612191,0.015871,2.004385,1.512652,0.980815,0.952753,-0.043345,0.982487,0.009277,0.982461,1.063599,0.967342
0.066469,0.96509,0.991751,-0.028865,1.017629,-0.080477,1.022134,0.053968,1.012551,1.917363,-0.020615,1.052564,0.033935,-0.013516,1.000175,0.536624,-0.025987,0.431149,0.894645,1.039873,0.999737,1.023721,-0.00572,0.116382,-0.073086,0.578169,1.018697,1.967171,-0.02634,0.527881,0.994437,1.030658,1.932678,0.93843,1.975202,2.032569,0.000528
0.007141,0.97295,2.004356,0.904965,1.930055,0.084683,0.957094,0.054051,0.040974,1.975131,0.017523,1.8909,0.06965,0.032833,0.038153,1.532055,-0.039644,0.080726,0.988867,0.010577,-0.02305,0.993164,-0.00118,0.000222,0.010307,1.510953,0.000546,1.076931,1.010097,0.031817,0.537119,0.517696,1.076174,-0.011898,0.959512,0.96085,2.010649
0.015896,0.983003,1.009565,0.074561,0.872761,0.013119,1.012422,0.065231,1.925431,1.040972,-0.030759,-0.031279,0.000266,0.043631,2.038713,0.46947,0.004206,0.455658,1.044404,1.00339,1.961573,1.032639,0.008726,-0.030348,0.058862,0.955569,0.033459,1.062857,0.038795,0.01948,0.527467,1.556114,0.933771,1.104874,0.98017,1.013252,0.030444
-0.012652,0.952675,0.991462,-0.024753,0.89958,-0.077539,2.079845,-0.042546,0.019895,-0.00342,0.005789,0.039764,0.005443,-0.006575,0.98508,0.513318,0.049259,1.48299,1.02012,1.017261,0.91965,1.12114,-0.010082,0.063082,-0.002681,1.054753,0.006288,1.032814,0.009933,0.493478,0.493119,0.023018,1.022547,0.072604,0.976512,1.025179,0.957474
-0.115724,1.033676,0.978182,0.031996,0.966366,-0.074822,0.999336,-0.043976,1.014792,1.981377,0.020462,1.037572,-0.01,-0.004494,1.940767,0.376122,-0.047773,1.576089,0.950048,2.028299,2.017518,1.045609,-0.000438,-0.067988,-0.009102,1.004212,-0.00223,1.005557,1.486465,1.498614,-0.017811,0.542921,1.951761,0.071868,0.979473,0.946036,2.127421
0.000555,1.052688,0.978803,0.008089,1.074268,-0.039306,0.994991,-0.082938,1.981457,0.953294,0.018602,0.062929,-0.029204,0.050078,1.01501,1.513734,0.028654,1.516585,0.983255,1.933662,1.009775,0.968967,-0.047912,0.956129,0.028729,0.046022,0.045001,1.082078,1.015306,0.89114,0.441423,0.487833,0.012014,-0.103149,0.952728,1.051657,1.002958
-0.007773,1.060053,1.021094,-0.041607,1.009395,-0.009464,1.002129,0.996135,0.019867,2.003788,0.058711,0.029027,-0.004479,0.050714,0.927019,1.490586,0.082249,0.53282,0.984466,1.993148,2.013424,0.958553,-0.01241,0.001828,-0.037687,1.52264,-0.070546,1.0362,0.918286,0.461691,0.531945,0.03211,1.041379,-0.027244,0.992493,-0.049258,0.953635
-0.048465,0.971226,1.981151,0.944023,1.97776,-0.033738,1.022647,-0.08748,0.933953,2.036511,0.033974,1.906863,-0.037315,-0.061991,1.033132,0.946971,-0.09339,-0.002577,0.979647,2.024417,1.944824,0.961255,-0.022382,0.055944,0.013224,0.471776,-0.026489,0.967674,0.540248,1.492597,1.053369,1.408729,1.974955,0.006329,0.995118,0.954046,2.061986
0.034412,0.952583,0.953336,0.06157,1.051363,-0.034744,1.02549,-0.027881,0.009954,2.051382,0.035615,0.099652,-0.001628,0.082979,1.023189,1.015958,-0.052048,-0.020873,0.939745,0.02103,1.995704,0.959181,-0.026456,-0.027359,0.004902,-0.06266,-0.004734,0.975277,0.945058,0.457566,1.39737,1.025845,1.04744,0.067135,1.060896,1.022271,0.967736
-0.05373,1.103883,1.112921,-0.016897,1.045899,-0.050733,0.97936,0.021279,-0.049176,-0.056485,-0.04229,0.006046,0.094098,-0.057273,1.042953,-0.10692,0.080414,0.978215,-0.001979,1.950199,0.042077,1.041623,0.011779,0.944963,-0.004806,1.013878,0.051303,2.085563,1.006263,1.427233,0.505555,0.00914,0.0072,-0.031181,0.997056,0.972986,1.031599
-0.015406,2.029857,1.962531,1.027047,2.025342,0.008919,-0.068707,-0.07981,0.876881,0.967152,-0.030516,0.929106,-0.068655,0.102234,-0.074042,0.948168,-0.058045,0.472396,1.027838,0.96042,1.044315,1.964417,0.007743,1.006495,-0.066944,1.516153,-0.062763,0.97,0.44808,0.45682,-0.004747,1.526471,0.987726,0.014102,1.025462,0.918508,2.032932
0.029227,1.064238,1.010952,-0.039329,0.959228,-0.016233,0.983893,0.037645,0.007627,0.011651,-0.037901,2.132224,-0.008545,-0.054185,2.0384,1.578746,1.006979,-0.023185,0.940946,-0.043134,2.047017,0.956056,-0.035787,1.012144,-0.066695,0.07464,1.001081,1.011997,-0.05598,-0.061038,1.509842,1.512873,1.962241,-0.038435,0.923049,0.93762,0.906847
0.121904,1.04033,0.959821,-0.024141,1.011328,0.053944,0.951763,0.071711,2.066834,0.071611,0.072755,-0.025842,0.933851,0.020787,-0.03378,-0.045458,0.982821,-0.092068,1.001839,1.06812,1.022563,2.011638,0.048602,1.057969,-0.016532,0.491783,-0.014475,0.954872,0.039295,1.535489,-0.066714,0.470376,1.051134,1.008383,1.994521,1.012581,1.084147
-0.062103,0.987574,0.978125,0.038632,1.02338,0.055349,0.92018,0.015707,-0.052524,2.018494,1.013076,0.988708,0.001073,0.041718,1.048368,1.000016,-0.082708,-0.033274,1.028648,0.054172,0.036084,1.006427,0.018038,0.011249,-0.063428,0.960714,-0.019163,-0.050753,0.94894,1.581935,0.56786,-0.004957,1.037529,0.012124,0.979509,0.967267,1.024563
-0.072715,0.98966,0.983704,0.020285,1.03898,0.040421,0.875105,0.034782,0.027465,1.039921,-0.057646,2.042427,0.09378,-0.060785,0.935702,0.060642,-0.020712,1.486325,0.971142,2.04794,2.041494,2.085506,0.074928,0.106316,-0.083762,0.052905,0.958595,1.00718,1.518327,0.936365,1.0282,-0.062961,-0.071908,0.064454,2.063161,2.050656,2.066926
0.026128,0.970975,1.004391,-0.016198,1.025487,-0.059241,1.08788,0.01628,1.980414,2.002445,0.99819,1.965087,0.053532,-0.066512,1.958329,1.537613,-0.035284,0.94645,1.078538,2.031975,1.896413,1.05035,-0.003629,-0.017197,1.98957,1.005753,0.051456,1.035202,1.035371,0.072774,0.576608,0.510656,2.034166,1.023934,-0.010466,0.05403,2.03333
0.00427,0.935805,0.99346,0.000966,0.96738,0.00857,1.054378,-0.007103,1.900338,-0.042457,0.018931,0.985884,-0.025506,-0.019694,1.076096,0.605766,0.047134,1.090292,1.048845,0.010458,0.979033,0.945715,0.032193,1.062193,0.068995,-0.052764,0.056246,0.966561,1.062733,0.938945,1.510964,1.04711,0.934765,0.048892,0.984267,0.955765,0.999833
0.112447,2.019187,1.155105,0.969676,1.990333,0.083351,-0.09681,-0.006535,1.881942,1.047537,0.061377,-0.082208,-0.042521,-0.039684,1.973312,1.454293,-0.028932,1.487438,0.954682,-0.049578,0.999299,0.038513,0.024139,-0.06813,2.037944,-0.005669,0.011248,1.054601,0.985402,0.459571,1.409563,0.526539,0.994831,0.067127,0.984477,1.919987,2.040751
0.072644,1.085962,1.033009,-0.101315,1.016508,0.01563,0.928685,1.050584,-0.100556,1.180561,0.03635,2.057748,-0.026955,0.019685,2.001623,1.03365,0.017481,0.441912,1.037591,0.05451,0.024543,1.023226,-0.103627,0.985211,1.939498,1.4716,-0.078997,0.983423,0.502864,0.531416,1.52626,0.072894,1.001497,-0.008581,1.076893,0.999174,2.043563
0.061842,0.939777,1.014813,-0.022378,0.97774,0.014937,1.108273,-0.018382,1.069431,1.029683,-0.061946,2.109695,0.055466,0.033514,-0.049358,0.057964,0.011432,0.950601,1.049017,1.963625,2.017633,0.992482,-0.011697,0.01807,0.010523,0.471074,0.005343,0.994852,1.061712,6.1e-05,1.417154,-0.006459,-0.064283,-0.091765,0.97361,0.967207,2.009952
-0.041761,0.94761,2.014208,1.031835,2.050235,-0.056469,1.109238,0.031388,0.874613,0.991971,-0.018509,2.002185,-0.06436,-0.037997,1.048977,1.513638,0.006612,1.03041,0.985998,1.903159,2.022645,1.09118,-0.034786,0.881619,-0.076033,0.993625,-0.036205,1.052834,0.985521,0.005824,0.503615,1.0456,1.082948,-0.011994,-0.030488,-0.070409,0.02065
0.041384,0.948705,1.030575,0.114363,0.969999,0.07093,1.989261,0.015392,1.988678,0.038385,-0.029963,-0.05017,0.047009,-0.024791,0.015862,0.978326,-0.073331,1.454973,1.044921,-0.108393,0.867003,0.981729,0.1043,0.079964,0.051744,0.566234,0.99985,0.984491,0.938099,0.059774,0.481575,1.459757,2.065129,-0.008426,0.971378,2.033096,1.958479
0.936109,-0.083475,0.019677,0.999472,0.047941,0.961174,-0.10234,-0.065988,0.044068,1.934043,0.043938,2.032868,0.035435,-0.006635,1.049464,0.590754,0.017373,1.493856,1.000547,0.94622,-0.016668,1.085225,-0.026005,1.018204,-0.02903,1.054271,0.009808,1.024529,0.996246,0.049236,-0.06568,0.537185,-0.084132,0.021004,1.044553,0.048481,1.963324
0.003631,0.968582,1.004032,0.030167,0.983982,-0.006786,1.010887,-0.028529,-0.079014,1.978562,-0.012824,1.048384,1.072868,0.001369,0.98428,1.428169,0.061182,-0.001014,0.970787,1.051734,-0.068969,0.946236,0.001898,1.02798,0.946767,-0.052234,0.013859,0.966666,0.988523,0.887884,-0.006546,0.521354,0.869816,-0.100977,0.976477,1.072943,0.009384
-0.051027,2.05684,1.939483,0.989278,2.050628,-0.005078,1.098391,-0.030981,0.079371,1.038902,0.985596,0.040958,0.969733,0.011236,2.05137,-0.042695,-0.067419,-0.063345,1.054733,0.031964,1.951887,2.033365,1.011574,0.991672,0.003259,1.602382,0.984745,0.997445,1.525715,1.57371,0.581193,-0.090813,1.045779,-0.038234,1.02979,0.972997,0.947629
